City,County,id,DateAdded,Price,Exterior color,Bedrooms,Bathrooms,Floors,waterfront,View,Condition,Grade,Sqft_living,Sqft_lot,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,timedelta,Country,Country-ISO,Full-State,State,lat,long,NeighborhoodName,ZipCode
Toronto,,3797001702,2014-12-16,1065000,white,5,3,2,False,0,3,9,2920,3000,2260,660,2014,0,-1.367288019085648,Canada,CAN,,,44.28342,-76.26608,Howe Island,J5W 8P0
Regina,,7129300175,2014-07-01,406000,yelow,4,1,1,False,2,4,7,1580,8475,1580,0,1928,0,1.016306562094907,Canada,CAN,,,55.85018,-102.05074,Macauley Island,B1E 7R0
Edmonton,,9346700150,2014-07-02,552000,light gray,3,2,1,False,0,3,9,1840,9900,1840,0,1978,0,7.4733748559837965,Canada,CAN,,,54.36662,-119.95278,Flume Creek,B2H 4P8
Colton,Henry,9325200110,2014-09-09,569950,light gray,5,4,2,False,0,3,8,3380,7805,3380,0,2014,0,6.777177375162037,USA,USA,Ohio,OH,41.464721999999995,-83.9525,,21157
Bulan,Perry,7888400560,2014-10-02,208000,light pink,4,2,1,False,0,3,7,1810,8677,1810,0,1962,0,2.154775836284722,USA,USA,Kentucky,KY,37.328174,-83.158487,,11580
Mc Intosh,Torrance,5416500660,2015-04-30,426500,gray,4,2,2,False,0,3,9,2960,4640,2960,0,2005,0,-0.3138615367361111,USA,USA,New Mexico,NM,34.852222,-106.043056,,02135
Fairview,Newton,2558660290,2015-02-18,437500,blue,3,2,1,False,0,4,7,1790,7700,1340,450,1976,0,6.164070195474538,USA,USA,Missouri,MO,36.825419000000004,-94.09120300000001,,64151
Berlin,,7968000120,2014-05-09,290000,light blue,4,2,1,False,0,4,7,2000,13300,1200,800,1968,0,3.690571860451389,Germany,DEU,,,50.950109999999995,9.977160000000001,Wildeck,45005
Kernersville,Forsyth,8665900295,2015-04-23,439500,black,3,2,1,False,0,3,7,1600,6510,940,660,1983,0,3.7268186041550915,USA,USA,North Carolina,NC,36.116534,-80.083115,,11714
Berlin,,2561360120,2014-05-27,475000,white,3,2,1,False,0,4,7,1230,11502,1230,0,1984,0,0.7674599666898148,Germany,DEU,,,51.23333,7.5166699999999995,Löh,83792
Peru,Chautauqua,2652501630,2015-05-04,626700,yelow,3,1,1,False,0,3,7,1410,3600,1410,0,1906,0,7.938987982789352,USA,USA,Kansas,KS,37.056823,-96.140376,,35758
Waukee,Dallas,2171400218,2015-04-16,245000,light blue,4,1,1,False,0,3,6,1280,8000,1280,0,1960,0,0.3769974778935185,USA,USA,Iowa,IA,41.592959,-93.85916,,12065
Toronto,,745530040,2014-09-11,845950,light gray,5,2,2,False,0,3,9,4450,9600,3650,800,2014,0,4.1809664927777765,Canada,CAN,,,49.66806,-74.03556,Lac Odin,J8B 2M1
Jones Mill,Hot Spring,3330500875,2014-12-26,381156,Null,2,1,1,False,0,4,7,1320,3090,1320,0,1908,0,0.8273631869444446,USA,USA,Arkansas,AR,34.453624,-92.861975,,46804
Vancouver,,7539900040,2014-07-28,625000,blue,4,2,1,False,0,3,8,1750,9000,1410,340,1977,2003,3.7202268375,Canada,CAN,,,54.382940000000005,-128.63673,Coldwater Creek,A2A 8R9
Taneytown,Carroll,5476200160,2014-07-25,164808,light pink,3,1,1,False,0,3,7,1250,5411,1250,0,1980,0,5.78062043587963,USA,USA,Maryland,MD,39.665797999999995,-77.16905799999999,,07960
Marion,Lamoure,8562750320,2014-11-10,580500,pink,3,2,2,False,0,3,8,2320,3980,2320,0,2003,0,10.74581473038194,USA,USA,North Dakota,ND,46.571587,-98.253327,,01923
Toronto,,7347600490,2014-08-14,245000,gray,3,2,1,False,0,3,6,2040,13125,810,1230,1910,0,3.4000523324189817,Canada,CAN,,,47.05284,-75.44824,Lac Normand,K1G 5B9
Arona,Westmoreland,8661000033,2014-06-27,235000,pink,3,1,1,False,0,3,7,1400,6300,1400,0,1998,0,7.005413754560185,USA,USA,Pennsylvania,PA,40.267990000000005,-79.659104,,27526
Dansville,Livingston,1839910470,2015-04-08,450000,yelow,3,1,1,False,0,5,7,1540,7490,1540,0,1971,0,4.125318875243057,USA,USA,New York,NY,42.569975,-77.71090699999999,,14075
Beatty,Nye,923000414,2015-04-19,670000,light blue,3,1,1,False,0,3,8,1850,8160,1850,0,1952,0,-0.9414817536805556,USA,USA,Nevada,NV,36.908611,-116.75833300000001,,43560
Pine Grove,Amador,3423059153,2014-10-08,785000,light blue,4,3,1,False,0,5,8,3370,100681,1920,1450,1977,0,-1.457991076828704,USA,USA,California,CA,38.396783,-120.64371299999999,,53204
Westchester,Cook,3668000670,2015-03-27,200000,white,3,2,1,False,0,4,7,1430,7905,1430,0,1988,0,2.2138290095833333,USA,USA,Illinois,IL,41.852368,-87.884488,,30701
Du Pont,Clinch,5126310110,2014-07-22,540000,yelow,4,2,2,False,0,3,8,2600,9935,2600,0,2005,0,4.361018164016204,USA,USA,Georgia,GA,30.999996000000003,-82.855518,,19063
Crenshaw,Panola,3211200460,2014-08-06,389000,pink,4,1,1,False,0,4,7,1520,9800,1520,0,1971,0,9.708399706736113,USA,USA,Mississippi,MS,34.453965999999994,-90.185524,,11795
Mc Coll,Marlboro,809002435,2014-08-08,725000,gray,3,2,1,False,0,5,7,1940,4000,1940,0,1906,0,6.821960930092592,USA,USA,South Carolina,SC,34.670406,-79.559741,,21701
Toronto,,8838900167,2014-05-09,542500,white,4,2,2,False,0,4,8,2330,14289,2330,0,1978,0,6.686673796655092,Canada,CAN,,,47.87795,-75.42591999999999,Barrage Drury,J9E 2R1
Bena,Cass,4217400120,2014-11-25,978000,pink,3,1,1,False,0,3,9,2390,4000,1690,700,1936,0,4.806656998055557,USA,USA,Minnesota,MN,47.347732,-94.251921,,14094
Toronto,,6699300330,2015-05-13,372000,light pink,5,2,2,False,0,3,8,2840,6010,2840,0,2003,0,3.76700972287037,Canada,CAN,,,46.38975,-72.39381,Ruisseau Tourigny,T9A 8E1
Levan,Juab,4167800130,2015-05-01,310000,green,5,2,1,False,2,4,8,2600,9600,1810,790,1969,0,7.082481575150462,USA,USA,Utah,UT,39.558611,-111.86111100000001,,21234
Essex,Essex,2214800630,2014-11-05,239950,white,3,2,2,False,0,4,7,1560,8280,1560,0,1979,0,2.315631797604166,USA,USA,Massachusetts,MA,42.628629,-70.782794,,07450
Coal City,Raleigh,2767602855,2015-04-29,750000,white,5,3,3,False,0,3,9,2160,2323,2160,0,2007,0,10.55485427111111,USA,USA,West Virginia,WV,37.666111,-81.184444,,21044
Toronto,,6123000225,2014-06-25,260000,white,3,1,1,False,0,3,7,1580,8184,1140,440,1954,0,0.7553448832407408,Canada,CAN,,,45.265679999999996,-72.14629000000001,Magog,E4J 1Y0
Star Prairie,Polk,225039175,2014-05-13,525000,light pink,5,3,2,False,0,3,7,2450,4591,2450,0,1994,0,8.709241153067131,USA,USA,Wisconsin,WI,45.2013,-92.551353,,60201
Berlin,,7202290320,2014-10-24,440500,gray,3,2,2,False,0,3,7,1600,3172,1600,0,2002,0,0.5172953446990739,Germany,DEU,,,53.45939,8.44625,Hoffe,29076
Vancouver,,8835900010,2014-08-04,579000,light blue,3,1,1,False,1,3,8,1590,5400,1280,310,1948,0,2.0981634768402784,Canada,CAN,,,56.24974,-127.27038999999999,Jake Creek,V3N 0C8
Toronto,,7843500090,2014-08-22,299500,light gray,4,2,2,False,0,3,8,2010,12085,2010,0,1986,0,0.9305606975,Canada,CAN,,,46.22972,-77.07861,Lac Michaud,E7C 8V7
Box Springs,Talbot,3826500570,2014-08-29,275000,light blue,3,1,1,False,0,3,8,1490,8000,1490,0,1978,0,8.859621088090277,USA,USA,Georgia,GA,32.565562,-84.612951,,11787
New Tazewell,Claiborne,7549802030,2014-11-04,400000,light gray,4,1,1,False,0,4,7,1850,6480,1120,730,1958,0,1.3045786553125,USA,USA,Tennessee,TN,36.4425,-83.599722,,46077
Olancha,Inyo,2387400120,2014-09-29,650000,yelow,4,2,2,False,0,3,9,2500,6005,2500,0,2001,0,-0.4444167925810185,USA,USA,California,CA,36.320833,-118.02555600000001,,19002
Winnipeg,,1326039061,2014-10-20,429950,light pink,3,1,1,False,0,5,7,1430,9750,1430,0,1962,0,0.2813535318518519,Canada,CAN,,,50.21675,-91.98358,Manitou Rapids,V9X 7H5
Williamsburg,Williamsburg City,6448600060,2015-02-26,1550000,blue,5,2,2,False,0,4,9,2450,20805,2450,0,1963,0,1.808895014699074,USA,USA,Virginia,VA,37.2732,-76.7194,,20877
Bude,Franklin,7701930010,2014-05-30,489000,gray,3,2,2,False,0,3,9,2260,19821,2260,0,1994,0,9.245592305555556,USA,USA,Mississippi,MS,31.462778000000004,-90.85,,60103
Toronto,,5363200100,2014-10-20,897000,black,4,2,2,False,0,3,9,2820,6120,2820,0,2014,0,5.042055404270833,Canada,CAN,,,45.63337,-82.23312,Timber Bay,E6L 4V3
Halifax,,9353300220,2015-04-08,285000,light pink,3,1,1,False,0,4,6,950,10723,950,0,1959,0,0.5794981819907408,Canada,CAN,,,44.73346,-64.22693000000001,Anderson Lake,J0B 4C2
West Point,Clay,8964800025,2015-02-26,1965000,black,5,3,1,False,3,4,9,3940,13738,3940,0,1951,0,1.271833943449074,USA,USA,Mississippi,MS,33.626496,-88.68226,,02186
Winnipeg,,2426039123,2015-01-30,2415000,yelow,5,4,2,False,2,3,13,7880,24250,7880,0,1996,0,9.2682496809375,Canada,CAN,,,49.4768,-91.84121,Little Butler Lake,E4J 9C8
Newton,Catawba,6072760670,2014-12-03,652450,light gray,3,2,1,False,0,5,8,2230,11835,1630,600,1974,0,-0.08894987591435186,USA,USA,North Carolina,NC,35.649766,-81.24254599999999,,60446
Toronto,,6430500086,2015-01-16,341000,yelow,3,1,1,False,0,3,7,940,4200,940,0,1955,0,1.34185556150463,Canada,CAN,,,46.865559999999995,-74.09306,Lac Dépôt,J9E 3H0
Wall,Pennington,1626079012,2015-02-25,439950,light pink,3,1,1,False,0,3,7,1720,223377,1240,480,1950,0,10.2079422825,USA,USA,South Dakota,SD,43.981232,-102.22454599999999,,32958
Rockfall,Middlesex,1239400064,2015-03-04,895000,yelow,4,2,2,False,0,3,9,2850,8526,2850,0,1998,0,6.298621931215278,USA,USA,Connecticut,CT,41.534094,-72.699674,,02368
Berlin,,4014400237,2014-05-23,132500,light gray,3,1,1,False,0,3,7,1080,10500,1080,0,1967,0,2.628837822627315,Germany,DEU,,,47.634609999999995,12.10609,Kleiner Brünnberg,12016
De Mossville,Pendleton,1875500060,2014-07-31,395000,green,3,2,2,False,0,3,7,1890,14040,1890,0,1994,0,10.324403977766199,USA,USA,Kentucky,KY,38.75165,-84.470802,,07017
Delaplane,Fauquier,1137300340,2014-11-21,674250,yelow,4,2,1,False,0,4,9,2780,35000,2780,0,1985,0,2.4480732651388895,USA,USA,Virginia,VA,38.915,-77.920556,,34491
Berlin,,3586500770,2014-09-23,808000,light pink,3,1,1,False,0,3,8,2590,32380,2590,0,1951,1994,-1.276791678217593,Germany,DEU,,,48.76362,9.20576,Fernmeldeturm Stuttgart,57007
Berlin,,1953400520,2014-11-14,265500,white,3,1,1,False,0,3,7,1860,9225,1860,0,1957,0,3.260952645104167,Germany,DEU,,,48.76615,11.92639,Mantelkirchen,50101
Hamer,Jefferson,5706200060,2014-08-18,399950,light gray,3,1,1,False,0,3,7,1020,18050,1020,0,1969,0,9.686961187604167,USA,USA,Idaho,ID,43.930751,-112.18718899999999,,32780
Mosheim,Greene,2877102345,2014-10-27,511718,yelow,2,1,1,False,0,3,6,1700,5000,850,850,1915,0,0.8727466470138888,USA,USA,Tennessee,TN,36.183883,-82.967399,,84067
Laurel,Howard,3274800460,2014-05-20,387000,light gray,2,2,2,False,0,3,8,1230,1280,960,270,2012,0,9.310383666550926,USA,USA,Maryland,MD,39.120806,-76.84345,,46514
Halifax,,984000130,2014-12-23,325000,light gray,4,2,2,False,0,4,7,1920,11603,1920,0,1967,0,5.308401495358797,Canada,CAN,,,44.51599,-65.67589,O'Brien Lake,E5T 4M9
Berlin,,2324800350,2014-05-06,860000,blue,4,2,2,False,0,3,9,3740,32417,3740,0,2000,0,5.125386169918981,Germany,DEU,,,48.2827,11.5682,Victor's Residenz-Hotel Muenchen,75764
Berlin,,1376800220,2014-07-09,425000,gray,2,1,1,False,0,3,7,1320,8830,1020,300,1939,0,-2.8872022969212963,Germany,DEU,,,51.23333,7.13333,Bahnhof Wuppertal-Küllenhahn,23820
Seaforth,Redwood,1545801630,2014-07-21,233000,white,3,2,1,False,0,3,7,1350,7686,1350,0,1989,0,8.882787446168981,USA,USA,Minnesota,MN,44.490536,-95.297768,,01930
Berlin,,4023500990,2014-06-17,260000,light pink,3,1,1,False,0,2,7,1270,20700,1150,120,1948,0,7.978234223935185,Germany,DEU,,,47.69005,9.18812,Steigenberger Insel,61559
Regina,,2909310060,2015-01-09,319000,black,4,2,2,False,0,3,7,2020,5100,2020,0,2010,0,0.1950884666550926,Canada,CAN,,,52.16669,-103.5343,Kelvington,J0V 4P9
Vancouver,,301402120,2014-06-25,240000,white,3,2,2,False,0,3,7,1481,2820,1481,0,2012,0,6.684995491574074,Canada,CAN,,,50.16628,-127.76983,Doom Mountain,E8T 3H0
Berlin,,7767400060,2014-11-19,465000,yelow,4,2,1,False,0,4,8,2300,7314,1420,880,1979,0,1.5359796251041669,Germany,DEU,,,53.11666999999999,7.58333,Buchweizenkamp,90308
Berlin,,4400200060,2014-10-21,650000,yelow,5,2,1,False,0,3,7,1910,4667,1010,900,1908,0,9.96895692363426,Germany,DEU,,,48.86287,10.02862,Degenhof,27240
Cookeville,Putnam,3810000565,2014-07-02,255000,light pink,4,2,1,False,0,3,7,2430,8960,1430,1000,1960,0,7.976552263842592,USA,USA,Tennessee,TN,36.174261,-85.49531,,30542
Berlin,,629811600,2014-07-24,672800,light gray,4,2,2,False,0,3,9,2740,10533,2740,0,1997,0,5.697210369108796,Germany,DEU,,,48.54671,12.89713,Kölblöd,54000
Hulls Cove,Hancock,5127001600,2014-11-06,331500,white,4,1,1,False,0,4,7,1820,14319,1820,0,1969,0,2.115288061990741,USA,USA,Maine,ME,44.419167,-68.251111,,27292
Rochelle,Wilcox,5041300100,2014-07-10,639000,white,4,2,1,False,0,4,7,1840,5419,920,920,1942,0,0.4456544076273148,USA,USA,Georgia,GA,31.949119,-83.444978,,29301
St_Johns,,3022079087,2014-05-21,712000,green,4,2,2,False,0,3,9,3400,247421,3400,0,2001,0,8.683691464131945,Canada,CAN,,,47.56671,-58.981869999999994,Eastern Passage,G5J 3A4
Vancouver,,3964400470,2014-07-25,500000,light blue,3,1,1,False,0,3,7,2150,4000,1470,680,1928,0,-0.1033392219560185,Canada,CAN,,,49.76639,-122.16931000000001,Port Douglas,E8E 1A5
Flournoy,Tehama,6143600580,2014-05-05,184000,light pink,3,1,1,False,0,4,7,1490,10125,1490,0,1962,0,5.370978058819443,USA,USA,California,CA,39.920556,-122.435,,33952
Berlin,,7212660520,2015-03-26,280000,pink,4,2,1,False,0,3,7,1600,6861,1600,0,1994,0,5.400385216481482,Germany,DEU,,,49.91602,7.076639999999999,Bernkastel-Kues,61629
Timmonsville,Florence,6021502070,2015-05-08,600000,yelow,2,1,1,False,0,3,7,1410,4500,1020,390,1939,0,1.4392381963773149,USA,USA,South Carolina,SC,34.101240999999995,-79.937845,,54481
Hazel Hurst,Mckean,4178300040,2015-02-19,841000,light blue,4,2,2,False,0,4,9,3080,13870,3080,0,1981,0,9.907803847395833,USA,USA,Pennsylvania,PA,41.705833,-78.582778,,26301
Toronto,,8644300170,2014-07-03,600000,Null,5,2,2,False,0,4,8,3000,13899,3000,0,1975,0,-1.8368725907986108,Canada,CAN,,,46.48202,-77.57949,Lac Durand,H4C 8X0
Vancouver,,7202330920,2014-08-07,464000,white,3,2,2,False,0,3,7,1690,4898,1690,0,2003,0,-1.6374973704050932,Canada,CAN,,,49.6225,-123.08389,Utopia Lake,V9X 9L6
Dennehotso,Apache,7519001825,2015-01-08,455000,light gray,2,1,1,False,0,4,6,1070,5150,870,200,1908,0,-1.001846122951389,USA,USA,Arizona,AZ,36.777286,-109.861001,,61821
Powhatan,Powhatan,7551300060,2014-07-16,470000,pink,3,1,1,False,0,3,7,1010,5000,1010,0,1952,0,3.679041171666667,USA,USA,Virginia,VA,37.556442,-77.879761,,49855
Toronto,,8635750950,2014-06-07,568500,light pink,4,2,2,False,0,3,8,2460,4200,2460,0,1998,0,8.898653943518516,Canada,CAN,,,46.56675,-72.68242,Domaine-La Poudrière,N5C 7A4
Halifax,,2911700010,2015-03-03,1080000,light pink,3,2,2,False,2,3,8,2240,21477,2240,0,1995,0,5.713367261064816,Canada,CAN,,,44.40725,-66.20451,Grand Eddy Point,H9P 7X4
Westfield,Marquette,973600020,2014-10-02,482975,light pink,3,2,1,False,0,3,8,2130,8801,1370,760,1976,0,1.008071729189815,USA,USA,Wisconsin,WI,43.896788,-89.502015,,08043
Carson,Los Angeles,5104511630,2014-08-12,444000,black,4,3,2,False,0,3,8,2800,7198,2800,0,2002,0,8.161265267881943,USA,USA,California,CA,33.822967999999996,-118.26835200000001,,58501
Toronto,,9826700707,2014-10-28,492000,yelow,3,2,3,False,0,3,8,1690,1479,1420,270,2005,0,8.275536142314815,Canada,CAN,,,60.082919999999994,-69.83654,Qamanialuup Aarianga,A2B 3P8
Bob White,Boone,3575302345,2014-12-08,508500,pink,4,2,2,False,0,3,8,2520,12500,1720,800,1979,0,3.7410681966319435,USA,USA,West Virginia,WV,37.958711,-81.720884,,33028
Stony Point,Alexander,6113400047,2015-03-31,530000,light pink,4,2,1,False,1,4,7,2410,14985,1950,460,1965,0,3.5760757184027785,USA,USA,North Carolina,NC,35.866109,-81.064135,,34608
Dawson_Creek,,2424059018,2014-06-12,1070000,white,4,2,2,False,0,3,11,3270,35445,3270,0,1989,0,1.9627468959027783,Canada,CAN,,,54.79028,-120.47721999999999,Calliou Lake,E4G 6Y5
Toronto,,4447300165,2014-12-23,415000,light pink,2,1,1,False,0,3,7,760,4000,760,0,1944,0,-1.4337101326504633,Canada,CAN,,,48.8931,-70.71202,Lac de l'Apostrophe,T7S 0G0
Berlin,,1150000340,2014-11-18,645500,light pink,4,2,2,False,0,3,10,2390,9638,2390,0,1988,0,-0.2595496347222222,Germany,DEU,,,51.33259,7.86307,Balve,43373
Berlin,,1328300990,2014-08-05,317000,yelow,3,1,1,False,0,4,8,1530,7650,1530,0,1977,0,6.293334898865742,Germany,DEU,,,47.71014,9.688410000000001,Bodnegg,84169
Morris,Okmulgee,3942900115,2015-04-21,445000,light pink,3,1,1,False,0,3,8,1360,4998,1360,0,1968,2014,3.1351965977546286,USA,USA,Oklahoma,OK,35.661877000000004,-95.83185999999999,,02368
Halifax,,7202330530,2015-01-16,479000,light pink,3,2,2,False,0,3,7,1690,3322,1690,0,2003,0,8.564942032256942,Canada,CAN,,,45.58807,-60.96371,D'Escousse,E6G 7V2
Edmonton,,7436300180,2014-05-19,530000,white,3,3,2,False,0,3,9,2320,3174,2060,260,1997,0,5.311658333842593,Canada,CAN,,,52.8821,-118.07857,The Crimson Studio,V9L 1A1
Toronto,,8925100440,2015-03-23,925000,light pink,4,2,1,False,2,4,8,2110,6375,1600,510,1941,0,2.4810156537847217,Canada,CAN,,,46.88367,-73.39886,Pont de la Mastigouche,G0S 5N5
Berlin,,2473250400,2014-09-24,325000,white,4,2,1,False,0,4,7,1780,10622,900,880,1976,0,7.234921504479168,Germany,DEU,,,51.983579999999996,10.58405,Okerberge,71653
Halifax,,7284900098,2014-09-24,705000,yelow,3,2,1,False,3,3,9,2820,7200,1780,1040,1979,0,5.663267130474537,Canada,CAN,,,44.75015,-65.14881,Paradise Lake Flowage,T7V 8M8
Berlin,,1231000310,2014-08-12,713000,light gray,1,1,1,False,2,4,8,1180,4000,840,340,1910,0,7.3669463685648156,Germany,DEU,,,,,,
Toronto,,4458300190,2015-04-24,875000,yelow,3,2,1,False,0,3,8,1690,10592,1690,0,1973,2009,-0.4241071100231482,Canada,CAN,,,46.28085,-72.298,Ruisseau Oscar-Provencher,V1N 8R6
Berlin,,2011400710,2014-05-21,405000,Null,3,1,1,False,1,4,7,2470,9620,1570,900,1962,0,9.95189771738426,Germany,DEU,,,49.10938,9.148810000000001,Nordheim (Württ),48924
Berlin,,2291400341,2015-02-03,311600,white,3,2,3,False,0,3,7,1358,1196,1358,0,2007,0,-1.171205861284722,Germany,DEU,,,52.764540000000004,7.80227,Steinrieden,26211
Toronto,,7548800050,2015-04-21,550000,black,3,3,2,False,0,3,8,1580,1303,1340,240,2010,0,9.730488957418984,Canada,CAN,,,49.67389,-73.79666999999999,Lac Bruno,H9K 4X8
Chadbourn,Columbus,4046400440,2014-08-06,532500,pink,4,2,2,False,0,3,8,2490,8750,2040,450,1976,0,7.4020454117824075,USA,USA,North Carolina,NC,34.322303000000005,-78.826683,,60448
Amma,Roane,3260800190,2015-03-24,325000,light pink,3,2,2,False,0,3,8,2000,7205,2000,0,1998,0,6.4708715389120375,USA,USA,West Virginia,WV,38.545518,-81.253182,,07040
Toronto,,2895550050,2015-05-07,280000,gray,3,2,2,False,0,3,7,1550,4486,1550,0,2000,0,2.0228873540856482,Canada,CAN,,,45.40011,-79.01631,J. Albert Bauer Provincial Park,V9P 1A3
Glace_Bay,,3750606890,2014-06-26,220000,white,3,1,2,False,0,3,7,1660,15600,1660,0,1981,0,10.77119592021991,Canada,CAN,,,46.03344,-59.965140000000005,Mira Gut,L9S 9R6
Vancouver,,3845100160,2014-06-20,339990,black,3,2,2,False,0,3,8,2570,4600,2570,0,2014,0,-1.3586028135532409,Canada,CAN,,,50.98294,-127.11983000000001,Mount Ward,K8B 4C1
Veyo,Washington,2788500090,2014-12-19,309000,yelow,3,1,1,False,0,3,7,1820,8142,1040,780,1961,0,7.222183290405092,USA,USA,Utah,UT,37.358959999999996,-113.666758,,06457
Berlin,,9285800330,2014-07-02,732000,black,3,3,2,False,4,4,8,2670,6517,2020,650,1977,0,6.903251682453704,Germany,DEU,,,50.20247,6.67822,Dietzenley,74480
Mc Connellsville,Oneida,6121000090,2014-06-16,295000,white,3,1,1,False,0,3,7,1770,8235,1030,740,1960,0,7.119960461400463,USA,USA,New York,NY,43.289552,-75.652477,,20120
Spring Green,Sauk,7955040080,2014-11-04,665000,yelow,5,2,1,False,0,4,7,2330,8000,1550,780,1972,0,-0.8952280764814815,USA,USA,Wisconsin,WI,43.18835,-90.06760799999999,,58102
Vinton,Benton,4137050060,2014-11-04,280000,white,4,2,2,False,0,3,8,2050,7416,2050,0,1990,0,6.757386250775462,USA,USA,Iowa,IA,42.174284,-91.989154,,04103
Toronto,,6908200155,2015-01-22,1103990,light blue,4,3,2,False,2,3,9,2760,5040,2760,0,1955,2005,-1.435836289351852,Canada,CAN,,,46.07476,-72.83553,Falaise Penagôkw,H1W 1C8
Success,Texas,3739500096,2015-05-05,430000,yelow,3,2,1,False,0,4,6,1540,6000,1540,0,1953,0,1.079522834699074,USA,USA,Missouri,MO,37.480533,-92.003621,,71730
Toronto,,6181500120,2014-06-23,312891,light gray,5,3,2,False,0,3,8,2300,8214,2300,0,2013,0,-2.1163204098495365,Canada,CAN,,,,,,
Vancouver,,8691440220,2015-02-02,1289990,pink,5,4,2,False,0,3,10,4360,8030,4360,0,2015,0,10.21353138678241,Canada,CAN,,,51.856390000000005,-120.98666999999999,Chautemps Lake,J0R 4E7
Berlin,,2705600069,2015-05-01,514950,white,3,2,3,False,0,3,8,1310,1264,1310,0,2014,0,4.0985237592361115,Germany,DEU,,,47.70232,10.31675,Eich,52718
Deansboro,Oneida,3396200300,2015-03-31,540000,yelow,3,1,1,False,0,3,8,2110,7129,1280,830,1982,0,5.927903478842592,USA,USA,New York,NY,42.981788,-75.438309,,11779
Berlin,,8728100781,2014-05-16,375000,light blue,3,1,2,False,0,3,8,1100,1751,940,160,2007,0,4.1668699395486115,Germany,DEU,,,49.5369,12.1517,"Wernberg-Köblitz, Markt",60291
Stamford,Harlan,6021501535,2014-12-23,700000,white,3,1,1,False,0,3,8,1580,5000,1290,290,1939,0,8.47034887119213,USA,USA,Nebraska,NE,40.11625,-99.581405,,29680
Berlin,,8099600160,2015-04-29,488500,white,3,2,1,False,0,4,7,1710,10959,1030,680,1981,0,6.709701330787038,Germany,DEU,,,50.03315,10.94051,Leiterbach,69212
Hooker,Texas,9432900380,2014-10-23,280017,light pink,3,2,2,False,0,3,8,1850,8770,1850,0,1996,0,-1.4888207598148149,USA,USA,Oklahoma,OK,36.847981,-101.19068299999999,,48310
Berlin,,1797501275,2015-05-07,665000,white,5,2,2,False,0,4,7,2670,4000,1800,870,1914,0,7.254487101435187,Germany,DEU,,,51.01667,9.93333,Nentershausen,56432
Winnipeg,,5702330120,2014-06-03,222400,yelow,3,2,1,False,0,3,7,1200,9566,1200,0,1995,0,6.20960345167824,Canada,CAN,,,51.04943,-95.32941,South Atikaki Park Reserve,K4C 3M0
Berlin,,4137040060,2015-04-06,265500,black,3,2,1,False,0,3,8,1450,8977,1450,0,1990,0,8.90388388894676,Germany,DEU,,,52.27373,13.175460000000001,Jütchendorf,73276
Toronto,,1773100967,2015-02-23,299999,light gray,3,2,2,False,0,3,7,1350,1234,1160,190,2007,0,-2.5358043209027783,Canada,CAN,,,57.68533000000001,-69.55756,Askwataskupich,K9K 6G3
Refugio,Refugio,2769601250,2015-05-12,550000,black,2,1,1,False,0,3,7,1420,3100,820,600,1924,0,1.363467100416667,USA,USA,Texas,TX,28.316944,-97.27666500000001,,20109
Toronto,,7760400900,2014-09-16,279000,light blue,4,2,2,False,0,3,7,2040,8076,2040,0,1994,0,4.159255095393519,Canada,CAN,,,45.981390000000005,-74.53083000000001,Lac des Écorces,E7A 4M8
Basco,Hancock,6813600415,2014-05-08,515000,light blue,2,1,1,False,0,3,7,1060,4960,1060,0,1926,0,3.515576690266204,USA,USA,Illinois,IL,40.328303000000005,-91.19698299999999,,11580
Dairy,Klamath,9828202545,2015-01-27,490000,light blue,3,1,1,False,0,4,8,1970,3400,1420,550,1929,0,0.4752060576041666,USA,USA,Oregon,OR,42.258140999999995,-121.642453,,08807
Berlin,,98000960,2014-05-13,1050000,white,4,3,2,False,0,3,11,4400,16625,4400,0,2003,0,1.9720648659027782,Germany,DEU,,,47.98455,12.579930000000001,Gigling,69247
